0,1,2,3,4,5,source_file,pdf_source,table_types,6,7,8,9,10,11,12,13,14,15,16
,,,,,,SDS-30_filtered_table_004.csv,SDS-30_filtered,,11,,,,,,,,,,
60.0,,11.9,88.1,59.6,81.9,SDS-30_filtered_table_004.csv,SDS-30_filtered,,,,,,,,,,,,
55 a,,12.6,87.4,58.0,76.7,SDS-30_filtered_table_004.csv,SDS-30_filtered,,11,,,,,,,,,,
,,,,,,SDS-30_filtered_table_004.csv,SDS-30_filtered,,11,,,,,,,,,,
55.0,,12.9,87.1,57.4,74.7,SDS-30_filtered_table_004.csv,SDS-30_filtered,,,,,,,,,,,,
,,,,,,SDS-30_filtered_table_004.csv,SDS-30_filtered,,11,,,,,,,,,,
50.0,,13.9,86.1,55.2,68.5,SDS-30_filtered_table_004.csv,SDS-30_filtered,,,,,,,,,,,,
,,,,,,SDS-30_filtered_table_004.csv,SDS-30_filtered,,11,,,,,,,,,,
45.0,,14.3,85.7,54.4,66.3,SDS-30_filtered_table_004.csv,SDS-30_filtered,,,,,,,,,,,,
t/oC,mass,%,mass %,,mol %,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,mol kg-1,,Nature of the,,,,,,,
,,,(compiler),,(compiler),SDS-30_filtered_table_005.csv,SDS-30_filtered,,,(compiler),,solid ohase,,,,,,,
42a,15.1,,84.9,,52.8,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,62.2,,LiC103·1/3H20,,,,,,,
40.0,15.3,,84.7,,52.5,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,61.2,,"""",,,,,,,
35.0,15.8,,84.2,,51.5,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,59.0,,"""",,,,,,,
30.0,16.3,,83.7,,50.6,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,56.8,,"""",,,,,,,
25.0,17.1,,82.9,,[.9.1,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,53.6,,"""",,,,,,,
20.0,17.5,,82.5,,48.4,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,52.2,,"""",,,,,,,
30.0,17.7,,82.3,,48.1,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,51.4,,"""",,,,,,,
25.0,18.9,,81.1,,46.1,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,47.5,,"""",,,,,,,
20.0,19.6,,80.4,,45.0,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,45.4,,LiC103·H20,,,,,,,
20.0,20.5,,79.5,,43.6,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,42.9,,"""",,,,,,,
18..0,22.3,,77.7,,41.0,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,38.5,,"""",,,,,,,
16.2,23.2,,76.8,,39.8,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,36.6,,"""",,,,,,,
12.7,24.8,,75.2,,37.7,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,33.5,,"""",,,,,,,
9.2,25.9,,74.1,,36.3,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,31.7,,"""",,,,,,,
8.0,26.3,,73.7,,35.8,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,31.0,,"""",,,,,,,
7.4,34.4,,65.6,,27.5,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,21.1,,"""",,,,,,,
6.0,42.6,,57.4,,21.2,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,14.9,,"""",,,,,,,
3.0,45.9,,54.1,,19.0,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,13.0,,"""",,,,,,,
0.0,29.0,,71.0,,32.8,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,27.1,,LiC103·3H20(?),,,,,,,
0.0,46.9,,53.1,,18.4,SDS-30_filtered_table_005.csv,SDS-30_filtered,,,12.5,,LiC103·H20(?),,,,,,,
- 6.5,,10.4,1.28,"""","""",SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
-14.2,,20.0,2.77,"""","""",SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
-26.2,,29.2,4.56,"""","""",SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
-28.6,,30.2,4.79,"""","""",SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
-40.4,,36.0,6.22,"""","""",SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
-43.3,,37.3,6.58,"""",A+B,SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
-16.9,,45.8,9.35,Solubility,B,SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
- 1.5,,52.8,12.4,"""","""",SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
+ 3.0,,56.7,14.5,"""","""",SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
5.2,,57.9,15.2,"""","""",SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
6.0,,58.7,15.7,"""","""",SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
8.1,,60.8,17.2,"""","""",SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
6.0,,68.1,23.6,"""","""",SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
3.0,,70.8,26.8,"""","""",SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
- 0.1,,73.1,30.1,Thermal analysis,B+C,SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
3.0,,73.6,30.8,Solubility,C,SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
5.6,,74.2,31.8,"""","""",SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
6.0,,74.1,31.7,"""","""",SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
8.5,,75.1,33.4,"""","""",SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
10.5,,75.7,34.5,"""","""",SDS-30_filtered_table_006.csv,SDS-30_filtered,,,,,,,,,,,,
t/oC,mass,%,mol kg- l,,Hethod,SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,Nature,of the,,,,,,,,,
,,,(compiler),,,SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,solid,ohasea,,,,,,,,,
14.0,77.5,,38.1,,Solubility,SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,C,,,,,,,,,,
15.0,78.0,,39.2,,"""",SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,"""",,,,,,,,,,
16.0,78.5,,40.4,,"""",SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,"""",,,,,,,,,,
18.0,79.3,,42.4,,"""",SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,"""",,,,,,,,,,
20.5,81.9,,50.1,,"""",SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,C+D,,,,,,,,,,
21.5,82.0,,50.4,,Solubility,SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,D,,,,,,,,,,
25.0,82.6,,52.5,,"""",SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,"""",,,,,,,,,,
30.2,83.4,,55.6,,"""",SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,"""",,,,,,,,,,
32.6,83.6,,56.4,,"""",SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,"""",,,,,,,,,,
38.5,85.2,,63.7,,"""",SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,"""",,,,,,,,,,
-10.5,78.7,,40.9,,Thermal Analysis,SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,B+D,,,,,,,,,,
-25.0,82.7,,52.9,,"""",SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,B+E,,,,,,,,,,
44.2,86.7,,72.1,,Solubility,SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,E,,,,,,,,,,
47.9,87.2,,75.4,,"""",SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,"""",,,,,,,,,,
54.0,87.8,,79.6,,"""",SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,"""",,,,,,,,,,
63.2,89.5,,94.3,,"""",SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,"""",,,,,,,,,,
72.8,91.0,,112,,"""",SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,"""",,,,,,,,,,
81.7,92.4,,135,,"""",SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,"""",,,,,,,,,,
86.2,93.7,,165,,"""",SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,"""",,,,,,,,,,
90.7,93.8,,167,,"""",SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,"""",,,,,,,,,,
94.2,94.8,,202,,"""",SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,"""",,,,,,,,,,
97.5,95.5,,235,,"""",SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,"""",,,,,,,,,,
98.9,95.9,,259,,"""",SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,"""",,,,,,,,,,
127.5,100.0,,co,,Thermal Analysis,SDS-30_filtered_table_007.csv,SDS-30_filtered,solubility,F,,,,,,,,,,
t/OC,mass,%,g/IOO,gH20,mol kg- l,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
o,3.06,,3.14,,0.256,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
5,3.67,,3.82,,0.312,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
10,4.27,,4.45,,0.363,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
15,5.11,,5.35,,0.437,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
20,6.76,,7.22,,0.589,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
25,7.56,,8.17,,0.667,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
30,8.46,,9.26,,0.756,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
35,10.29,,11.47,,0.936,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
40,11.75,,13.31,,1.086,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
45,13.16,,14.97,,1.222,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
50,15.18,,17.95,,1.465,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
55,16.85,,20.27,,1.654,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
60,18.97,,23.42,,1.911,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
65,20.32,,25.50,,2.081,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
70,22.55,,29.16,,2.379,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
75,24.82,,32.99,,2.692,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
80,26.97,,36.93,,3.013,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
85,29.25,,41.35,,3.374,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
90,31.36,,46.11,,3.763,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
95,33.76,,51.39,,4.193,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
100,35.83,,55.54,,4.532,SDS-30_filtered_table_008.csv,SDS-30_filtered,,,,,,,,,,,,
177,65.1,15.2,,,,SDS-30_filtered_table_009.csv,SDS-30_filtered,,,,,,,,,,,,
195,70.7,19.7,,,,SDS-30_filtered_table_009.csv,SDS-30_filtered,,,,,,,,,,,,
203,73.1,22.2,,,,SDS-30_filtered_table_009.csv,SDS-30_filtered,,,,,,,,,,,,
212,75.8,25.6,,,,SDS-30_filtered_table_009.csv,SDS-30_filtered,,,,,,,,,,,,
222,78.8,30.3,,,,SDS-30_filtered_table_009.csv,SDS-30_filtered,,,,,,,,,,,,
242,83.5,41.3,,,,SDS-30_filtered_table_009.csv,SDS-30_filtered,,,,,,,,,,,,
277,90.7,79.6,,,,SDS-30_filtered_table_009.csv,SDS-30_filtered,,,,,,,,,,,,
284,92.2,96.5,,,,SDS-30_filtered_table_009.csv,SDS-30_filtered,,,,,,,,,,,,
305,95.7,181.0,,,,SDS-30_filtered_table_009.csv,SDS-30_filtered,,,,,,,,,,,,
8.0,3.07,0.182,,,,SDS-30_filtered_table_010.csv,SDS-30_filtered,,,,,,,,,,,,
19.8,5.36,0.317,,,,SDS-30_filtered_table_010.csv,SDS-30_filtered,,,,,,,,,,,,
30.0,8.0,0.474,,,,SDS-30_filtered_table_010.csv,SDS-30_filtered,,,,,,,,,,,,
42.2,12.48,0.739,,,,SDS-30_filtered_table_010.csv,SDS-30_filtered,,,,,,,,,,,,
50.0,15.98,0.946,,,,SDS-30_filtered_table_010.csv,SDS-30_filtered,,,,,,,,,,,,
76.0,34.12,2.02,,,,SDS-30_filtered_table_010.csv,SDS-30_filtered,,,,,,,,,,,,
0,2.12,0.23,0.128,,,SDS-30_filtered_table_011.csv,SDS-30_filtered,,,,,,,,,,,,
10,3.44,0.378,0.211,,,SDS-30_filtered_table_011.csv,SDS-30_filtered,,,,,,,,,,,,
20,5.02,0.561,0.313,,,SDS-30_filtered_table_011.csv,SDS-30_filtered,,,,,,,,,,,,
25,6.17,0.696,0.389,,,SDS-30_filtered_table_011.csv,SDS-30_filtered,,,,,,,,,,,,
30,7.47,0.841,0.478,,,SDS-30_filtered_table_011.csv,SDS-30_filtered,,,,,,,,,,,,
40,10.34,1.228,0.683,,,SDS-30_filtered_table_011.csv,SDS-30_filtered,,,,,,,,,,,,
50,13.74,1.67,0.943,,,SDS-30_filtered_table_011.csv,SDS-30_filtered,,,,,,,,,,,,
60,18.1,2.303,1.308,,,SDS-30_filtered_table_011.csv,SDS-30_filtered,,Q,U,,,,,,,,,
70,22.51,3.005,1.72,,,SDS-30_filtered_table_011.csv,SDS-30_filtered,,,,,,,,,,,,
80,27.72,3.929,2.27,~,~,SDS-30_filtered_table_011.csv,SDS-30_filtered,,'\,",/",,,,,,,,,
90,32.91,4.972,2.904,,,SDS-30_filtered_table_011.csv,SDS-30_filtered,,,.~,,,,,,,,,
100,38.59,6.281,3.72,/,"""""-",SDS-30_filtered_table_011.csv,SDS-30_filtered,,,,,,,,,,,,
0,2.42,0.206,0.115,,,SDS-30_filtered_table_012.csv,SDS-30_filtered,,,,,,,,,,,,
10,3.98,0.344,0.192,,,SDS-30_filtered_table_012.csv,SDS-30_filtered,,,,,,,,,,,,
20,5.92,0.521,0.291,,,SDS-30_filtered_table_012.csv,SDS-30_filtered,,,,,,,,,,,,
25,7.27,0.649,0.362,,,SDS-30_filtered_table_012.csv,SDS-30_filtered,,,,,,,,,,,,
30,8.63,0.78,0.437,,,SDS-30_filtered_table_012.csv,SDS-30_filtered,,,,,,,,,,,,
40,12.25,1.149,0.645,,,SDS-30_filtered_table_012.csv,SDS-30_filtered,,,,,,,,,,,,
50,16.42,1.609,0.908,,,SDS-30_filtered_table_012.csv,SDS-30_filtered,,,,,,,,,,,,
60,21.09,2.177,1.235,,,SDS-30_filtered_table_012.csv,SDS-30_filtered,,,,,,,,,,,,
70,26.37,2.896,1.655,,,SDS-30_filtered_table_012.csv,SDS-30_filtered,,,,,,,,,,,,
80,31.74,3.872,2.149,,,SDS-30_filtered_table_012.csv,SDS-30_filtered,,,,,,,,,,,,
90,37.91,4.838,2.822,,,SDS-30_filtered_table_012.csv,SDS-30_filtered,,,,,,,,,,,,
100,43.71,6.073,3.589,,,SDS-30_filtered_table_012.csv,SDS-30_filtered,,,,,,,,,,,,
5.0,61.6,17.6,11.9,,,SDS-30_filtered_table_013.csv,SDS-30_filtered,,,,,,,,,,,,
15.0,63.3,18.7,12.8,,,SDS-30_filtered_table_013.csv,SDS-30_filtered,,,,,,,,,,,,
25.0,65.4,20.2,14.0,,,SDS-30_filtered_table_013.csv,SDS-30_filtered,,,,,,,,,,,,
35.0,67.5,21.7,15.4,,,SDS-30_filtered_table_013.csv,SDS-30_filtered,,,,,,,,,,,,
50.0,71.5,25.1,18.6,,,SDS-30_filtered_table_013.csv,SDS-30_filtered,,,,,,,,,,,,
53.0,72.4,26.0,19.5,,,SDS-30_filtered_table_013.csv,SDS-30_filtered,,,,,,,,,,,,
56.0,72.6,26.1,19.6,,,SDS-30_filtered_table_013.csv,SDS-30_filtered,,,,,,,,,,,,
70.5,74.3,27.9,21.4,,,SDS-30_filtered_table_013.csv,SDS-30_filtered,,,,,,,,,,,,
85.0,76.2,30.0,23.7,,,SDS-30_filtered_table_013.csv,SDS-30_filtered,,,,,,,,,,,,
100.0,78.0,32.1,26.3,,,SDS-30_filtered_table_013.csv,SDS-30_filtered,,,,,,,,,,,,
-,1.05,10.3,1.51,0.852,Ice,SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
-,4.8,20.3,3.29,1.89,"""",SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
-,9.8,30.6,5.56,3.27,"""",SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
-,20.2,40.0,8.18,4.94,"""",SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
-,40.0,52.0,12.6,8.03,"""",SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
-,45.0,54.9,14.0,9.03,LiBrO~.H20,SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
-,40.0,55.4,14.2,9.21,,SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
-,36.7,56.2,14.6,9.52,"""",SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
-,31.5,56.8,14.9,9.75,"""",SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
-,26.5,57.3,15.2,9.95,"""",SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
-,21.0,58.2,15.7,10.3,"""",SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
-,16.5,58.5,15.8,10.5,"""",SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
-,10.8,59.4,16.4,10.9,"""",SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
-,6.8,60.2,16.8,11.2,"""",SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
,0.0,61.23,17.42,11.71,LiBr03·H20,SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
,20.1,64.51,19.54,13.48,"""",SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
,24.9,65.54,20.26,14.1,"""",SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
,35.9,67.78,21.94,15.6,"""",SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
,45.0,70.4,24.1,17.6,"""",SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
,50.0,71.8,25.4,18.9,"""",SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
,4.0,66.8,21.2,14.9,LiBrO~ (m),SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
,17.5,68.2,22.3,15.9,,SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
,45.0,71.8,25.4,18.9,"""",SDS-30_filtered_table_014.csv,SDS-30_filtered,,,,,,,,,,,,
45.0,70.4,24.1,17.6,LiBr03,,SDS-30_filtered_table_015.csv,SDS-30_filtered,,,,,,,,,,,,
55.0,72.72,26.26,19.77,"""",,SDS-30_filtered_table_015.csv,SDS-30_filtered,,,,,,,,,,,,
65.0,73.86,27.4,20.95,"""",,SDS-30_filtered_table_015.csv,SDS-30_filtered,,,,,,,,,,,,
80.0,75.84,29.55,23.28,"""",,SDS-30_filtered_table_015.csv,SDS-30_filtered,,,,,,,,,,,,
100.5,78.6,32.9,27.2,"""",,SDS-30_filtered_table_015.csv,SDS-30_filtered,,,,,,,,,,,,
111.0,79.6,34.3,28.9,"""",,SDS-30_filtered_table_015.csv,SDS-30_filtered,,,,,,,,,,,,
121.0,81.2,36.6,32.0,"""",,SDS-30_filtered_table_015.csv,SDS-30_filtered,,,,,,,,,,,,
143.0,84.6,42.3,40.8,"""",,SDS-30_filtered_table_015.csv,SDS-30_filtered,,,,,,,,,,,,
5,21.42,3.152,1.807,1.194,NaBr03,SDS-30_filtered_table_016.csv,SDS-30_filtered,,,,,,,,,,,,
10,23.24,3.489,2.006,1.211,"""",SDS-30_filtered_table_016.csv,SDS-30_filtered,,,,,,,,,,,,
15,24.94,3.816,2.202,1.232,"""",SDS-30_filtered_table_016.csv,SDS-30_filtered,,,,,,,,,,,,
20,26.69,4.166,2.413,1.248,"""",SDS-30_filtered_table_016.csv,SDS-30_filtered,,,,,,,,,,,,
25,28.29,4.498,2.614,1.257,"""",SDS-30_filtered_table_016.csv,SDS-30_filtered,,,,,,,,,,,,
30,29.85,4.835,2.82,1.284,"""",SDS-30_filtered_table_016.csv,SDS-30_filtered,,,,,,,,,,,,
35,31.35,5.17,3.026,1.288,"""",SDS-30_filtered_table_016.csv,SDS-30_filtered,,,,,,,,,,,,
40,32.8,5.507,3.235,1.310,"""",SDS-30_filtered_table_016.csv,SDS-30_filtered,,,,,,,,,,,,
45,34.22,5.848,3.448,-,"""",SDS-30_filtered_table_016.csv,SDS-30_filtered,,,,,,,,,,,,
50,35.55,6.179,3.656,-,"""",SDS-30_filtered_table_016.csv,SDS-30_filtered,,,,,,,,,,,,
5,3.642,0.4061,0.2263,1.024,KBr03,SDS-30_filtered_table_017.csv,SDS-30_filtered,,,,,,,,,,,,
10,4.51,0.5069,0.2828,1.035,"""",SDS-30_filtered_table_017.csv,SDS-30_filtered,,,,,,,,,,,,
15,5.397,0.6117,0.3416,1.042,"""",SDS-30_filtered_table_017.csv,SDS-30_filtered,,,,,,,,,,,,
20,6.46,0.7395,0.4135,1.048,"""",SDS-30_filtered_table_017.csv,SDS-30_filtered,,,,,,,,,,,,
25,7.533,0.8712,0.4878,1.054,"""",SDS-30_filtered_table_017.csv,SDS-30_filtered,,,,,,,,,,,,
30,8.785,1.028,0.5767,1.062,"""",SDS-30_filtered_table_017.csv,SDS-30_filtered,,,,,,,,,,,,
35,10.13,1.201,0.675,1.074,"""",SDS-30_filtered_table_017.csv,SDS-30_filtered,,,,,,,,,,,,
40,11.58,1.393,0.7842,1.083,"""",SDS-30_filtered_table_017.csv,SDS-30_filtered,,,,,,,,,,,,
45,13.08,1.597,0.9011,-,"""",SDS-30_filtered_table_017.csv,SDS-30_filtered,,,,,,,,,,,,
50,14.69,1.824,1.031,-,"""",SDS-30_filtered_table_017.csv,SDS-30_filtered,,,,,,,,,,,,
134,43.6,4.63,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
149,48.4,5.62,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
160,51.1,6.26,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
167,53.5,6.89,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
170,54.1,7.06,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
172,57.3,8.04,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
186,59.9,8.94,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
193,63.2,10.3,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
204,64.2,10.7,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
211,67.4,12.4,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
226,70.6,14.4,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
230,72.6,15.9,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
249,72.6,15.9,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
254,74.4,17.4,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
265,77.2,20.3,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
274,79.1,22.7,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
279,81.1,25.7,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
286,81.4,26.2,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
297,83.1,29.4,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
312,86.4,38.0,,,,SDS-30_filtered_table_018.csv,SDS-30_filtered,,,,,,,,,,,,
0,2.98,0.3303,0.1839,,,SDS-30_filtered_table_019.csv,SDS-30_filtered,,,,,,,,,,,,
10,4.54,0.5104,0.2848,,,SDS-30_filtered_table_019.csv,SDS-30_filtered,,,,,,,,,,,,
20,6.42,0.7346,0.4108,,,SDS-30_filtered_table_019.csv,SDS-30_filtered,,,,,,,,,,,,
25,7.55,0.8733,0.489,,,SDS-30_filtered_table_019.csv,SDS-30_filtered,,,,,,,,,,,,
30,8.84,1.035,0.5806,,,SDS-30_filtered_table_019.csv,SDS-30_filtered,,,,,,,,,,,,
40,11.67,1.405,0.7911,,,SDS-30_filtered_table_019.csv,SDS-30_filtered,,,,,,,,,,,,
SO,14.82,1.842,1.042,,,SDS-30_filtered_table_019.csv,SDS-30_filtered,,,,,,,,,,,,
60,18.08,2.325,1.322,,,SDS-30_filtered_table_019.csv,SDS-30_filtered,,r,,,,,,,,,,
70,21.76,2.913,1.665,,,SDS-30_filtered_table_019.csv,SDS-30_filtered,,. ~,,,,,,,,,,
80,25.35,3.534,2.033,,,SDS-30_filtered_table_019.csv,SDS-30_filtered,,,~,,,,,,,,,
90,29.4,4.299,2.494,~,~,SDS-30_filtered_table_019.csv,SDS-30_filtered,,\,V,,,,,,,,,
100,33.31,5.113,2.991,,,SDS-30_filtered_table_019.csv,SDS-30_filtered,,,,,,,,,,,,
25,2.93,0.254,0.1415,,,SDS-30_filtered_table_020.csv,SDS-30_filtered,,,,,,,,,,,,
30,3.45,0.301,0.1675,,,SDS-30_filtered_table_020.csv,SDS-30_filtered,,,,,,,,,,,,
40,4.92,0.435,0.2425,,,SDS-30_filtered_table_020.csv,SDS-30_filtered,,,,,,,,,,,,
50,6.72,0.608,0.3376,,,SDS-30_filtered_table_020.csv,SDS-30_filtered,,,,,,,,,,,,
60,8.9,0.818,0.4579,,,SDS-30_filtered_table_020.csv,SDS-30_filtered,,,,,,,,,,,,
70,11.17,1.051,0.5893,,,SDS-30_filtered_table_020.csv,SDS-30_filtered,,,,,,,,,,,,
80,14.06,1.367,0.7667,,,SDS-30_filtered_table_020.csv,SDS-30_filtered,,,,,,,,,,,,
90,17.15,1.718,0.9701,,,SDS-30_filtered_table_020.csv,SDS-30_filtered,,,,,,,,,,,,
4.484,0.18,,,,,SDS-30_filtered_table_021.csv,SDS-30_filtered,,,,,,,,,,,,
4.573,0.1837,,,,,SDS-30_filtered_table_021.csv,SDS-30_filtered,,,,,,,,,,,,
